ID,Type,Depth,Sector,Branch,TIMESTAMP,Date,Input.volume,d18O.UoS,d2H.UoS,d18O.EPFL,d2H.EPFL
57,Soil Water,50,A,,2018-03-01 10:00,2018-03-01,,NA,NA,-9.52,-68.13
58,Soil Water,50,B,,2018-03-01 10:00,2018-03-01,,NA,NA,-10.64,-78.75
59,Soil Water,50,C,,2018-03-01 10:00,2018-03-01,,NA,NA,-10.4,-78.94
60,Soil Water,100,A,,2018-03-01 10:00,2018-03-01,,NA,NA,-11.74,-86.12
61,Soil Water,100,C,,2018-03-01 10:00,2018-03-01,,NA,NA,-8.81,-66.63
62,Soil Water,150,A,,2018-03-01 10:00,2018-03-01,,NA,NA,-8.4,-63.62
63,Soil Water,150,B,,2018-03-01 10:00,2018-03-01,,NA,NA,-9.51,-68.84
64,Soil Water,150,C,,2018-03-01 10:00,2018-03-01,,NA,NA,-11.36,-83.69
49,Tap Water,,,,2018-04-25 22:15,2018-04-25,26.1,NA,NA,-12.3,-89.65
50,Tap Water,,,,2018-05-02 20:15,2018-05-02,7.1,NA,NA,-12.33,-90.36
959,Tap Water,,,,2018-05-03 21:00,2018-05-03,8.4,NA,NA,NA,NA
960,Tap Water,,,,2018-05-05 23:00,2018-05-05,38.3,NA,NA,NA,NA
1,Soil profile 0,10,,,2018-05-08 9:15,2018-05-08,,-11.98,-91.18,NA,NA
2,Soil profile 0,10,,,2018-05-08 9:15,2018-05-08,,-10.73,-85.99,NA,NA
3,Soil profile 0,25,,,2018-05-08 9:15,2018-05-08,,-12.13,-90.86,NA,NA
4,Soil profile 0,25,,,2018-05-08 9:15,2018-05-08,,-12.12,-91.37,NA,NA
5,Soil profile 0,50,,,2018-05-08 9:15,2018-05-08,,-11.41,-87,NA,NA
6,Soil profile 0,50,,,2018-05-08 9:15,2018-05-08,,-11.44,-87.18,NA,NA
7,Soil profile 0,75,,,2018-05-08 9:15,2018-05-08,,-10.59,-80.18,NA,NA
8,Soil profile 0,75,,,2018-05-08 9:15,2018-05-08,,-10.53,-80.53,NA,NA
9,Soil profile 0,80,,,2018-05-08 9:15,2018-05-08,,-9.54,-72.56,NA,NA
10,Soil profile 0,80,,,2018-05-08 9:15,2018-05-08,,-9.45,-71.62,NA,NA
11,Soil profile 0,125,,,2018-05-08 9:15,2018-05-08,,-11.23,-84.79,NA,NA
12,Soil profile 0,125,,,2018-05-08 9:15,2018-05-08,,-10.54,-82,NA,NA
13,Soil profile 0,150,,,2018-05-08 9:15,2018-05-08,,-11.5,-87.09,NA,NA
14,Soil profile 0,150,,,2018-05-08 9:15,2018-05-08,,-10.99,-85.73,NA,NA
15,Soil profile 0,175,,,2018-05-08 9:15,2018-05-08,,-11.31,-83.69,NA,NA
16,Soil profile 0,175,,,2018-05-08 9:15,2018-05-08,,-11.13,-82.5,NA,NA
17,Xylem,,,SE,2018-05-08 12:30,2018-05-08,,-9.18,-78.28,NA,NA
18,Xylem,,,SE,2018-05-08 12:30,2018-05-08,,-9.18,-78.28,NA,NA
19,Xylem,,,SE,2018-05-08 12:30,2018-05-08,,-9.18,-78.28,NA,NA
20,Soil Water,10,A,,2018-05-08 17:00,2018-05-08,,NA,NA,NA,NA
21,Soil Water,25,A,,2018-05-08 17:00,2018-05-08,,-9.55,-72.11,-9.62,-75.04
22,Soil Water,50,A,,2018-05-08 17:00,2018-05-08,,-10.47,-77.04,-10.37,-79.27
23,Soil Water,100,A,,2018-05-08 17:00,2018-05-08,,-10.52,-77.45,-10.65,-79.92
24,Soil Water,150,A,,2018-05-08 17:00,2018-05-08,,NA,NA,NA,NA
25,Soil Water,10,B,,2018-05-08 17:00,2018-05-08,,-9.64,-72.4,-9.84,-75.1
26,Soil Water,25,B,,2018-05-08 17:00,2018-05-08,,-11.38,-83.78,-11.29,-85.44
27,Soil Water,50,B,,2018-05-08 17:00,2018-05-08,,-10.14,-74.43,-10.26,-77.62
28,Soil Water,150,B,,2018-05-08 17:00,2018-05-08,,-10.03,-69.33,-9.92,-71.37
29,Soil Water,10,C,,2018-05-08 17:00,2018-05-08,,-10.36,-78.5,-10.44,-80.16
30,Soil Water,25,C,,2018-05-08 17:00,2018-05-08,,-11.68,-84.89,-11.69,-87.25
31,Soil Water,50,C,,2018-05-08 17:00,2018-05-08,,-10.87,-78.78,-10.92,-81.89
32,Soil Water,100,C,,2018-05-08 17:00,2018-05-08,,-9.66,-70.27,-9.55,-71.79
33,Soil Water,150,C,,2018-05-08 17:00,2018-05-08,,NA,NA,NA,NA
51,Tap Water,,,,2018-05-09 0:45,2018-05-09,37.3,NA,NA,-12.35,-90.71
34,Precipitation,,,,2018-05-09 13:00,2018-05-09,14.5,-4.69,-24.9,-4.6,-27.73
35,Precipitation,,,,2018-05-10 9:00,2018-05-10,2.7,-2.36,-16.03,-2.53,-18.27
48,Precipitation,,,,2018-05-10 10:45,2018-05-10,3.1,-6.12,-37.67,-6.06,-38.59
52,Tap Water,,,,2018-05-12 0:30,2018-05-12,26.4,-12,-87.4,-12.1,-90.4
961,Tap Water,,,,2018-05-12 20:15,2018-05-12,36,NA,NA,NA,NA
81,Leakage Flow,,,,2018-05-13 12:00,2018-05-13,,-8.86,-65.11,-8.47,-65.4
65,Precipitation,,,,2018-05-13 21:45,2018-05-14,27.6,-5.47,-29.18,-5.17,-29.28
66,Soil Water,10,A,,2018-05-14 11:00,2018-05-14,,-7.02,-51.04,-7.06,-50.39
67,Soil Water,10,B,,2018-05-14 11:00,2018-05-14,,-6.29,-42.52,-6.09,-42.35
68,Soil Water,10,C,,2018-05-14 11:00,2018-05-14,,-8.03,-52.56,-7.69,-51.97
69,Soil Water,25,A,,2018-05-14 11:00,2018-05-14,,-6.72,-46.65,-6.42,-46.33
70,Soil Water,25,B,,2018-05-14 11:00,2018-05-14,,-5.52,-41.09,-5.66,-40.84
71,Soil Water,25,C,,2018-05-14 11:00,2018-05-14,,-10.42,-74.65,-10.28,-74.15
72,Soil Water,50,A,,2018-05-14 11:00,2018-05-14,,-11.26,-84.33,-11.38,-84.86
73,Soil Water,50,B,,2018-05-14 11:00,2018-05-14,,-10.63,-78.43,-10.61,-79.44
74,Soil Water,50,C,,2018-05-14 11:00,2018-05-14,,-11.07,-80.32,-11.1,-81.33
75,Soil Water,100,A,,2018-05-14 11:00,2018-05-14,,-10.6,-78.86,-10.57,-79.01
76,Soil Water,100,C,,2018-05-14 11:00,2018-05-14,,-12.12,-85.65,-11.71,-86.81
77,Soil Water,150,A,,2018-05-14 11:00,2018-05-14,,-11.53,-81.21,-11.24,-81.66
78,Soil Water,150,B,,2018-05-14 11:00,2018-05-14,,-11.04,-79.19,-10.78,-79.87
79,Soil Water,150,C,,2018-05-14 11:00,2018-05-14,,-11.47,-82.69,-11.18,-83.06
82,Leakage Flow,,,,2018-05-14 13:25,2018-05-14,,-11.16,-77.48,-10.76,-78.11
83,Precipitation,,,,2018-05-15 7:30,2018-05-15,13.7,-9.87,-65.57,-9.71,-65.42
85,Leakage Flow,,,,2018-05-15 1:40,2018-05-15,,-11.26,-79.5,-10.84,-79.64
86,Leakage Flow,,,,2018-05-15 13:40,2018-05-15,,-11.34,-80.53,-10.93,-80.48
87,Precipitation,,,,2018-05-15 14:30,2018-05-15,4.1,-10.22,-66.12,-9.79,-66.09
90,Leakage Flow,,,,2018-05-15 18:40,2018-05-15,,-10.87,-79.16,-10.89,-80.13
88,Precipitation,,,,2018-05-15 18:00,2018-05-16,0.3,-7.61,-52.48,-7.61,-52.23
91,Leakage Flow,,,,2018-05-16 6:40,2018-05-16,,-10.78,-79.69,-10.97,-80.54
92,Soil Water,10,A,,2018-05-16 5:00,2018-05-16,,-4.82,-31.14,-4.72,-30.43
93,Soil Water,10,B,,2018-05-16 5:00,2018-05-16,,-8.24,-58.2,-8.16,-57.59
94,Soil Water,10,C,,2018-05-16 5:00,2018-05-16,,-7.8,-51.74,-7.78,-53.77
95,Soil Water,25,A,,2018-05-16 5:00,2018-05-16,,-5.07,-31.91,-4.99,-32.35
96,Soil Water,25,B,,2018-05-16 5:00,2018-05-16,,-4.66,-29.44,-4.58,-29.45
97,Soil Water,25,C,,2018-05-16 5:00,2018-05-16,,-8.86,-61.86,-8.81,-61.34
98,Soil Water,50,A,,2018-05-16 5:00,2018-05-16,,-11.56,-83.36,-11.28,-83.87
99,Soil Water,50,B,,2018-05-16 5:00,2018-05-16,,-10.81,-79.69,-10.8,-80.7
100,Soil Water,50,C,,2018-05-16 5:00,2018-05-16,,-10.45,-73.11,-10.27,-74.13
101,Soil Water,100,A,,2018-05-16 5:00,2018-05-16,,-10.58,-77.74,-10.5,-78.56
102,Soil Water,100,C,,2018-05-16 5:00,2018-05-16,,-11.44,-85.56,-11.57,-85.9
103,Soil Water,150,A,,2018-05-16 5:00,2018-05-16,,-10.92,-81.2,-11.04,-81.15
104,Soil Water,150,B,,2018-05-16 5:00,2018-05-16,,-10.79,-79.56,-10.82,-80.33
105,Soil Water,150,C,,2018-05-16 5:00,2018-05-16,,-11.48,-84.39,-11.28,-83.97
106,Soil,10,,,2018-05-16 16:00,2018-05-16,,-8.749,-63.95,NA,NA
107,Soil,25,,,2018-05-16 16:00,2018-05-16,,-6.739,-47.99,NA,NA
108,Soil,50,A,,2018-05-16 16:00,2018-05-16,,-9.905,-77.94,NA,NA
109,Soil,100,A,,2018-05-16 16:00,2018-05-16,,-10.138,-76.97,NA,NA
110,Soil,150,A,,2018-05-16 16:00,2018-05-16,,-10.801,-77.6,NA,NA
111,Soil,10,,,2018-05-16 16:00,2018-05-16,,-8.311,-56.81,NA,NA
112,Soil,25,,,2018-05-16 16:00,2018-05-16,,-7.792,-57.99,NA,NA
113,Soil,50,B,,2018-05-16 16:00,2018-05-16,,-10.732,-81.18,NA,NA
114,Soil,100,B,,2018-05-16 16:00,2018-05-16,,-10.205,-75.67,NA,NA
115,Soil,150,B,,2018-05-16 16:00,2018-05-16,,-10.791,-76.99,NA,NA
116,Xylem,,,SE,2018-05-16 14:00,2018-05-16,,-9.55,-73.89,NA,NA
120,Tracer,,,,2018-05-16 22:40,2018-05-16,24.7,29.63,256.55,NA,NA
123,Precipitation,,,,2018-05-16 14:00,2018-05-16,5.2,-8.72,-61.43,-9.03,-63.18
124,Leakage Flow,,,,2018-05-17 18:40,2018-05-17,,-10.75,-78.03,-10.8,-79.32
125,Leakage Flow,,,,2018-05-17 6:37,2018-05-17,,-10.69,-78.52,-10.97,-80.1
126,Leakage Flow,,,,2018-05-17 9:32,2018-05-17,,-10.73,-78.55,-10.99,-80.4
127,Soil,10,,,2018-05-17 13:00,2018-05-17,,15.475,140.34,NA,NA
128,Soil,25,,,2018-05-17 13:00,2018-05-17,,-5.5,-34.43,NA,NA
129,Soil,50,A,,2018-05-17 13:00,2018-05-17,,-10.243,-78.65,NA,NA
130,Soil,100,A,,2018-05-17 13:00,2018-05-17,,-9.896,-75.86,NA,NA
131,Soil,150,A,,2018-05-17 13:00,2018-05-17,,-11.276,-81.05,NA,NA
132,Soil,10,,,2018-05-17 13:00,2018-05-17,,6.352,60.4,NA,NA
133,Soil,25,,,2018-05-17 13:00,2018-05-17,,-5.436,-34.65,NA,NA
134,Soil,50,B,,2018-05-17 13:00,2018-05-17,,-10.427,-77.41,NA,NA
135,Soil,100,B,,2018-05-17 13:00,2018-05-17,,-10.003,-75.28,NA,NA
136,Soil,150,B,,2018-05-17 13:00,2018-05-17,,-10.989,-82.25,NA,NA
137,Xylem,,,SW,2018-05-17 14:00,2018-05-17,,-7.61,-61.7,NA,NA
139,Soil Water,10,A,,2018-05-17 12:00,2018-05-17,,-4.54,-28.13,-4.78,-30.73
140,Soil Water,10,B,,2018-05-17 12:00,2018-05-17,,2.28,27.84,2.19,26.58
141,Soil Water,10,C,,2018-05-17 12:00,2018-05-17,,7.99,74.02,8.03,74.21
142,Soil Water,25,A,,2018-05-17 12:00,2018-05-17,,-5.68,-36.62,-5.75,-37.53
143,Soil Water,25,B,,2018-05-17 12:00,2018-05-17,,-4.8,-29.18,-4.93,-31.05
144,Soil Water,25,C,,2018-05-17 12:00,2018-05-17,,8.11,76.58,8.15,75.52
145,Soil Water,50,A,,2018-05-17 12:00,2018-05-17,,-10.88,-80.51,-11.13,-81.37
146,Soil Water,50,B,,2018-05-17 12:00,2018-05-17,,-10.75,-79.91,-11.08,-82.34
147,Soil Water,50,C,,2018-05-17 12:00,2018-05-17,,-6.57,-43.61,-6.8,-45.73
148,Soil Water,100,A,,2018-05-17 12:00,2018-05-17,,-10.31,-77.14,-10.64,-79.14
149,Soil Water,100,C,,2018-05-17 12:00,2018-05-17,,-11.23,-81.16,-11.34,-83.26
150,Soil Water,150,A,,2018-05-17 12:00,2018-05-17,,-10.9,-79.88,-11.08,-81.76
151,Soil Water,150,B,,2018-05-17 12:00,2018-05-17,,-10.48,-77.06,-10.76,-79.39
152,Soil Water,150,C,,2018-05-17 12:00,2018-05-17,,-10.95,-80.68,-11.21,-82.87
156,Leakage Flow,,,,2018-05-17 21:35,2018-05-17,,-10.68,-78.8,-10.93,-80.09
154,Xylem,,,SW,2018-05-18 14:00,2018-05-18,,-7.28,-61.02,NA,NA
157,Leakage Flow,,,,2018-05-18 13:05,2018-05-18,,-10.67,-79.77,-10.97,-81.31
163,Soil Water,10,A,,2018-05-19 8:00,2018-05-19,,1.2,19.78,1.09,18.65
164,Soil Water,10,B,,2018-05-19 8:00,2018-05-19,,4.07,40.2,3.72,38.93
165,Soil Water,10,C,,2018-05-19 8:00,2018-05-19,,12.47,111.36,12.5,111.45
166,Soil Water,25,A,,2018-05-19 8:00,2018-05-19,,-5.69,-37.79,-5.89,-38.39
167,Soil Water,25,B,,2018-05-19 8:00,2018-05-19,,-5.32,-34.79,-5.7,-37.04
168,Soil Water,25,C,,2018-05-19 8:00,2018-05-19,,19.86,173.35,19.99,174.45
169,Soil Water,50,A,,2018-05-19 8:00,2018-05-19,,-10.22,-77.12,-10.58,-76.51
170,Soil Water,50,B,,2018-05-19 8:00,2018-05-19,,-10.11,-76.18,-10.52,-77.96
171,Soil Water,50,C,,2018-05-19 8:00,2018-05-19,,-5.19,-33.39,-5.47,-34.96
172,Soil Water,100,A,,2018-05-19 8:00,2018-05-19,,-10.08,-76.89,-10.52,-77.79
173,Soil Water,100,C,,2018-05-19 8:00,2018-05-19,,-10.79,-81.44,-11.3,-83.18
174,Soil Water,150,A,,2018-05-19 8:00,2018-05-19,,NA,NA,NA,NA
175,Soil Water,150,B,,2018-05-19 8:00,2018-05-19,,-10.31,-78.56,-10.9,-81.16
176,Soil Water,150,C,,2018-05-19 8:00,2018-05-19,,-10.35,-79.08,-10.93,-80.77
178,Xylem,,,N,2018-05-19 13:55,2018-05-19,,-7.59,-61.49,NA,NA
181,Leakage Flow,,,,2018-05-19 13:40,2018-05-19,,-10.46,-77.39,-10.92,-80.09
182,Xylem,,,SW,2018-05-20 15:05,2018-05-20,,-6.22,-51.34,NA,NA
185,Xylem,,,SW,2018-05-20 21:00,2018-05-20,,-7.3,-59.76,NA,NA
184,Leakage Flow,,,,2018-05-21 2:35,2018-05-21,,-9.95,-75.11,-10.39,-76.94
186,Xylem,,,SW,2018-05-21 4:30,2018-05-21,,-7.69,-65.2,NA,NA
187,Xylem,,,SW,2018-05-21 9:30,2018-05-21,,-5.76,-51.48,NA,NA
188,Xylem,,,SW,2018-05-21 13:30,2018-05-21,,-6.64,-56.79,NA,NA
189,Soil,10,,,2018-05-21 14:30,2018-05-21,,18.79,163.38,NA,NA
190,Soil,25,,,2018-05-21 14:30,2018-05-21,,20.033,183.83,NA,NA
191,Soil,50,A,,2018-05-21 14:30,2018-05-21,,-8.736,-68.32,NA,NA
192,Soil,100,A,,2018-05-21 14:30,2018-05-21,,-10.375,-81.78,NA,NA
193,Soil,150,A,,2018-05-21 14:30,2018-05-21,,-11.136,-83.23,NA,NA
194,Soil,10,,,2018-05-21 14:30,2018-05-21,,20.14,166.76,NA,NA
195,Soil,25,,,2018-05-21 14:30,2018-05-21,,13.559,127.06,NA,NA
196,Soil,50,B,,2018-05-21 14:30,2018-05-21,,-10.563,-80.91,NA,NA
197,Soil,100,B,,2018-05-21 14:30,2018-05-21,,-9.016,-68.41,NA,NA
198,Soil,150,B,,2018-05-21 14:30,2018-05-21,,-10.745,-81.15,NA,NA
199,Soil Water,10,A,,2018-05-21 11:30,2018-05-21,,0.07,6.73,NA,NA
200,Soil Water,10,B,,2018-05-21 11:30,2018-05-21,,3.67,36.09,NA,NA
201,Soil Water,10,C,,2018-05-21 11:30,2018-05-21,,11.5,105.82,NA,NA
202,Soil Water,25,A,,2018-05-21 11:30,2018-05-21,,-5.59,-37.42,NA,NA
203,Soil Water,25,B,,2018-05-21 11:30,2018-05-21,,-5.41,-34.12,NA,NA
204,Soil Water,25,C,,2018-05-21 11:30,2018-05-21,,20.16,182.89,20.59,181.84
205,Soil Water,50,A,,2018-05-21 11:30,2018-05-21,,-10.06,-74.6,-10.24,-74.44
206,Soil Water,50,B,,2018-05-21 11:30,2018-05-21,,-9.83,-74.59,-10.33,-76.99
207,Soil Water,50,C,,2018-05-21 11:30,2018-05-21,,-5.43,-34.9,-5.64,-36.73
208,Soil Water,100,A,,2018-05-21 11:30,2018-05-21,,-9.93,-74.83,-10.35,-76.61
209,Soil Water,100,C,,2018-05-21 11:30,2018-05-21,,-10.71,-78.33,-10.98,-80.43
210,Soil Water,150,A,,2018-05-21 11:30,2018-05-21,,-10.72,-78.88,-10.96,-80.9
211,Soil Water,150,B,,2018-05-21 11:30,2018-05-21,,-10.55,-77.68,-10.75,-79.58
212,Soil Water,150,C,,2018-05-21 11:30,2018-05-21,,-10.69,-78.98,NA,NA
222,Xylem,,,SW,2018-05-22 13:30,2018-05-22,,-7.38,-59.98,NA,NA
223,Precipitation,,,,2018-05-22 20:00,2018-05-23,19.1,-5.29,-36.44,-5.59,-36.99
224,Xylem,,,SE,2018-05-23 13:20,2018-05-23,,-7.99,-69.71,NA,NA
232,Soil Water,10,A,,2018-05-23 12:00,2018-05-23,,NA,NA,NA,NA
233,Soil Water,10,B,,2018-05-23 12:00,2018-05-23,,3.11,35.82,3.23,34.88
234,Soil Water,10,C,,2018-05-23 12:00,2018-05-23,,9.08,83.88,9.19,84.74
235,Soil Water,25,A,,2018-05-23 12:00,2018-05-23,,-4.77,-30.13,-4.76,-30.31
236,Soil Water,25,B,,2018-05-23 12:00,2018-05-23,,-3.96,-25.74,-4.21,-26.61
237,Soil Water,25,C,,2018-05-23 12:00,2018-05-23,,17.92,168.86,18.56,168.61
238,Soil Water,50,A,,2018-05-23 12:00,2018-05-23,,-9.93,-71.55,-9.78,-70.93
239,Soil Water,50,B,,2018-05-23 12:00,2018-05-23,,NA,NA,NA,NA
240,Soil Water,50,C,,2018-05-23 12:00,2018-05-23,,-6.01,-37.89,-5.91,-40.2
241,Soil Water,100,A,,2018-05-23 12:00,2018-05-23,,-10.25,-72.95,-10.02,-74.57
242,Soil Water,100,C,,2018-05-23 12:00,2018-05-23,,-10.49,-76.01,-10.58,-77.22
243,Soil Water,150,A,,2018-05-23 12:00,2018-05-23,,-10.45,-77.23,-10.7,-78.62
244,Soil Water,150,B,,2018-05-23 12:00,2018-05-23,,NA,NA,NA,NA
245,Soil Water,150,C,,2018-05-23 12:00,2018-05-23,,-10.15,-78.03,-10.73,-79.78
247,Precipitation,,,,2018-05-23 14:30,2018-05-24,0.4,-4.49,-34.79,-4.7,-34.62
265,Tap Water,,,,2018-05-25 3:45,2018-05-25,32.4,-12.01,-88.06,-12.39,-90.79
249,Soil Water,10,A,,2018-05-25 8:00,2018-05-25,,-5.55,-37.28,-5.66,-39.65
250,Soil Water,10,B,,2018-05-25 8:00,2018-05-25,,-6.68,-45.01,-6.77,-46.83
251,Soil Water,10,C,,2018-05-25 8:00,2018-05-25,,-6.32,-41.67,-6.51,-43.55
252,Soil Water,25,A,,2018-05-25 8:00,2018-05-25,,-2.4,-11.62,-2.43,-13.53
253,Soil Water,25,B,,2018-05-25 8:00,2018-05-25,,-1.33,-5.37,-1.66,-6.52
254,Soil Water,25,C,,2018-05-25 8:00,2018-05-25,,6.35,65.48,6.27,63.41
255,Soil Water,50,A,,2018-05-25 8:00,2018-05-25,,-9.93,-73.01,-10.12,-74.34
256,Soil Water,50,B,,2018-05-25 8:00,2018-05-25,,-7.62,-58.85,-7.86,-60.73
257,Soil Water,50,C,,2018-05-25 8:00,2018-05-25,,0.98,14.43,0.92,12.2
258,Soil Water,100,A,,2018-05-25 8:00,2018-05-25,,-10.07,-75.24,-10.39,-77.4
259,Soil Water,100,C,,2018-05-25 8:00,2018-05-25,,-9.97,-72.31,-10.34,-74.17
260,Soil Water,150,A,,2018-05-25 8:00,2018-05-25,,-10.39,-76.09,-10.56,-78.09
261,Soil Water,150,B,,2018-05-25 8:00,2018-05-25,,-10.32,-77.42,-10.59,-79.25
262,Soil Water,150,C,,2018-05-25 8:00,2018-05-25,,-10.65,-77.87,-10.7,-79.79
264,Xylem,,,SW,2018-05-25 13:20,2018-05-25,,-7.45,-63.06,NA,NA
266,Soil,10,,,2018-05-25 11:00,2018-05-25,,-6.706,-51.55,NA,NA
267,Soil,25,,,2018-05-25 11:00,2018-05-25,,-4.947,-31.73,NA,NA
268,Soil,50,A,,2018-05-25 11:00,2018-05-25,,-8.032,-56.71,NA,NA
269,Soil,100,A,,2018-05-25 11:00,2018-05-25,,-10.597,-79.13,NA,NA
270,Soil,150,A,,2018-05-25 11:00,2018-05-25,,-11.4,-83.42,NA,NA
271,Soil,10,,,2018-05-25 11:00,2018-05-25,,-4.846,-34.45,NA,NA
272,Soil,25,,,2018-05-25 11:00,2018-05-25,,-3.065,-15.12,NA,NA
273,Soil,50,B,,2018-05-25 11:00,2018-05-25,,-8.985,-68.59,NA,NA
274,Soil,100,B,,2018-05-25 11:00,2018-05-25,,-9.714,-73.89,NA,NA
275,Soil,150,B,,2018-05-25 11:00,2018-05-25,,-11.02,-83.42,NA,NA
289,Tap Water,,,,2018-05-26 2:45,2018-05-26,45.4,-11.77,-87.34,-12.37,-90.72
290,Leakage Flow,,,,2018-05-26 14:20,2018-05-26,,-9.49,-71.42,-9.71,-73.71
291,Soil Water,10,A,,2018-05-27 9:30,2018-05-27,,-9.93,-73.95,-10.22,-75.46
292,Soil Water,10,B,,2018-05-27 9:30,2018-05-27,,-10.66,-77.86,-10.95,-79.91
293,Soil Water,10,C,,2018-05-27 9:30,2018-05-27,,-10.52,-75.85,-10.62,-78.32
294,Soil Water,25,A,,2018-05-27 9:30,2018-05-27,,-5.6,-39.34,-5.93,-41.86
295,Soil Water,25,B,,2018-05-27 9:30,2018-05-27,,-9.65,-71.3,-10.09,-73.63
296,Soil Water,25,C,,2018-05-27 9:30,2018-05-27,,-7.19,-47.82,-7.45,-49.98
297,Soil Water,50,A,,2018-05-27 9:30,2018-05-27,,-9.44,-72.17,-9.92,-74.53
298,Soil Water,50,B,,2018-05-27 9:30,2018-05-27,,-8.71,-67.19,-8.85,-69.96
